Время; ЛинX; ЛинY; ЛинZ; УглX; УглY; УглZ; Крен; Тангаж; Рыск; Север; Восток; Высота; СигналGPS 
2021-03-26 18:28:25.186618;-0.18806391954421997;-0.12128767371177673;10.0302209854126;0.001595914480276406;0.0024139881134033203;-0.0052034854888916016;-0.6066775321960449;0.4027250409126282;58.37269592285156;6187068.218;383137.397;1;EHT+110.652;
2021-03-26 18:28:26.186563;-0.21040090918540955;-0.23338761925697327;10.005958557128906;0.006440282333642245;-0.006340444087982178;0.00024586918880231684;-0.6054593920707704;0.3904736638069153;58.33118057250977;6187069.666;383137.225;1;EHT+112.404;
2021-03-26 18:28:27.186509;-0.22447100281715393;-0.17016129195690158;9.89851188659668;0.00626742746680975;-0.0021070239599794154;-0.003692507278174162;-0.5166401863098145;0.31609579920768743;58.28347396850587;6187073.606;383137.775;1;EHT+117.812;
2021-03-26 18:28:28.186451;-0.17911836504936218;-0.1287248879671097;9.819981575012209;-0.007633865810930729;0.0014767051907256248;-0.00014156103134155273;-0.4930963218212128;0.27529159188270574;58.235443115234375;6187072.101;383137.712;1;EHT+116.108;
2021-03-26 18:28:29.186399;-0.20038336515426636;-0.15895161032676697;9.855875015258789;0.0008985400781966747;-0.004100799560546875;-0.004428625572472812;-0.47101038694381714;0.2526742219924927;58.180187225341804;6187069.194;383137.72;1;EHT+112.758;
2021-03-26 18:28:30.186343;-0.18713106215000155;-0.13823562860488892;9.821290969848633;0.0028446316719055176;-0.0006705523119308056;0.0024631621781736617;-0.48290649056434637;0.248497411608696;58.14807891845703;6187065.728;383137.304;1;EHT+108.852;
2021-03-26 18:28:31.186286;-0.19640442728996277;-0.17923641204833984;9.7972412109375;0.0014901162358000877;-0.004088878631591797;-4.32133674621582e-05;-0.457430362701416;0.24764606356620789;58.10854721069337;6187065.691;383136.963;1;EHT+109.166;
2021-03-26 18:28:32.186232;-0.1925417184829712;-0.14224316179752353;9.802683830261232;0.006055831443518401;-0.001850724220275879;-0.004191696643829346;-0.4694275557994843;0.25499802827835083;58.06682586669922;6187065.244;383137.311;1;EHT+108.231;
2021-03-26 18:28:33.186176;-0.18849897384643555;-0.12999004125595093;9.814688682556154;0.0054404144175350675;-0.003898144233971834;-0.0013440849725157022;-0.4742025434970856;0.2666735053062439;58.01530075073243;6187062.615;383137.162;1;EHT+105.175;
2021-03-26 18:28:34.186119;-0.1912640631198883;-0.1382462978363037;9.810678482055664;0.0008463860140182079;0.0036567456554621462;-0.0045299530029296875;-0.4795691967010498;0.28096446394920355;57.975616455078125;6187058.918;383136.675;1;EHT+100.850;
2021-03-26 18:28:35.186063;-0.1949501633644104;-0.17125067114830017;9.85580825805664;0.0021919610444456343;-0.000883638858795166;-0.0019162894459441306;-0.4953437745571137;0.32016539573669434;57.94500350952149;6187055.658;383135.864;1;EHT+97.098;
2021-03-26 18:28:36.186009;-0.22338414192199707;-0.14946076273918152;9.838715553283693;0.0025540592614561324;-0.004222989082336426;0.0011458994122222068;-0.5126394033432007;0.35671907663345337;57.917449951171875;6187053.113;383135.436;1;EHT+95.094;
2021-03-26 18:28:37.185949;-0.19782917201519015;-0.14795717597007751;9.822654724121094;-0.004619360435754062;-0.003331899642944336;-0.0007435680017806591;-0.5293956995010376;0.3942385613918305;57.90519714355469;6187049.968;383135.608;1;EHT+91.053;
2021-03-26 18:28:38.185899;-0.2125799208879471;-0.15617360174655917;9.841299057006836;0.0070646414533257484;-0.005619228351861239;0.0028699636459350586;-0.553995192050934;0.41836163401603704;57.889427185058594;6187042.54;383135.104;1;EHT+82.942;
2021-03-26 18:28:39.185842;-0.19505529105663302;-0.16840815544128418;9.826548576354982;0.0013962389202788474;-0.002714991802349687;0.0005647540092468262;-0.5791176557540894;0.4629667699337006;57.855365753173835;6187040.66;383134.784;1;EHT+80.590;
2021-03-26 18:28:40.326403;-0.18162389099597934;-0.16284269094467163;9.82517719268799;0.002098083728924394;0.0006154178990982474;-0.0014975664671510458;-0.595161259174347;0.5028630495071411;57.83812332153321;6187037.824;383134.417;1;EHT+77.374;
2021-03-26 18:28:41.185730;-0.2124907374382019;-0.17271678149700168;9.857209205627443;-0.0001564621925354004;-0.0018447639886289835;-0.004696846473962069;-0.6194589734077455;0.5528213381767274;57.823883056640625;6187033.635;383133.885;1;EHT+73.161;
2021-03-26 18:28:42.185674;-0.20728181302547458;-0.14803402125835421;9.826678276062013;-0.0039651994593441495;-0.002944469684734941;0.004069507122039795;-0.6407048106193544;0.5853421688079834;57.795177459716804;6187027.352;383133.453;1;EHT+66.917;
2021-03-26 18:28:43.169983;-0.17892539501190186;-0.15061853826045993;9.82920551300049;-0.003714859718456865;-0.003167987102642656;-0.0037685036659240723;-0.6550992727279663;0.5851861834526063;57.778339385986335;6187026.548;383133.271;1;EHT+66.288;
2021-03-26 18:28:44.185566;-0.19110220670700073;-0.15059560537338257;9.818620681762695;-0.000420212687458843;-0.003971158992499114;-0.0002637504949234426;-0.6713200807571411;0.6163730025291444;57.7620849609375;6187027.357;383133.33;1;EHT+67.690;
2021-03-26 18:28:45.185505;-0.21388638019561768;-0.16996301710605624;9.842597007751467;-0.0025972723960876465;0.0008344652014784516;-0.0037685041315853596;-0.696714222431183;0.6480656266212464;57.73171615600587;6187024.6;383133.104;1;EHT+64.407;
2021-03-26 18:28:46.185453;-0.19248902797698975;-0.14793859422206881;9.826606750488281;5.811453956994229e-05;-0.0006154179573059082;-0.00264793704263866;-0.71862131357193;0.678642988204956;57.71736145019531;6187025.162;383133.211;1;EHT+64.992;
2021-03-26 18:28:47.185398;-0.19524760544300082;-0.11777256429195404;9.816084861755373;0.0015422702999785545;-0.008670985698699951;-0.0037491323892027144;-0.7285597920417787;0.6991623044013978;57.70406723022462;6187026.856;383133.576;1;EHT+67.343;
2021-03-26 18:28:48.185339;-0.18551361560821533;-0.17937391996383667;9.853072166442873;0.0008642673492431641;-0.0013262034626677635;-0.0066638002172112465;-0.7437750101089478;0.7258397936820985;57.69643783569337;6187033.166;383134.439;1;EHT+73.417;
2021-03-26 18:28:49.169658;-0.1868947893381119;-0.13584262132644653;9.899804115295412;-0.001354515552520752;-0.006085634231567383;0.00019818548753391954;-0.7600013017654419;0.760323166847229;57.68070983886719;6187030.653;383134.077;1;EHT+70.609;
2021-03-26 18:28:50.185230;-0.1967991292476654;-0.12293495237827301;9.73759174346924;0.004096329677850009;-0.006051362026482821;0.002518296241760254;-0.7739545702934266;0.7990748286247255;57.658721923828125;6187033.307;383134.292;1;EHT+73.808;
2021-03-26 18:28:51.185175;-0.2112032324075699;-0.15899983048439026;9.854593276977539;0.0031173231545835738;-0.001755356905050576;0.00416487455368042;-0.7827189564704896;0.8177362680435181;57.63802719116212;6187034.674;383134.616;1;EHT+74.746;
2021-03-26 18:28:52.169488;-0.20592440664768222;-0.13845981657505038;9.845340728759766;0.0005513429641723633;-0.0006377696990966797;0.00023394824529532346;-0.7948909401893617;0.8333271741867065;57.60717391967774;6187033.023;383134.68;1;EHT+72.695;
2021-03-26 18:28:53.185063;-0.20714108645915988;-0.16302001476287842;9.845243453979492;0.005333125591278076;-0.004674494732171298;-0.0027880072593688965;-0.8093733191490174;0.8565449714660645;57.566364288330085;6187026.837;383134.346;1;EHT+66.635;
2021-03-26 18:28:54.185005;-0.19499655067920688;-0.15748342871665955;9.837222099304201;0.004428625572472812;-0.00807642936706543;0.004799664486199618;-0.8227009177207948;0.8579092621803285;57.525829315185554;6187028.793;383134.302;1;EHT+68.815;
2021-03-26 18:28:55.169323;-0.1910381317138672;-0.164279967546463;9.827865600585938;0.0015750528546050193;-0.0017076730728149414;-0.001208484289236367;-0.8430052995681763;0.8916707038879395;57.499591827392585;6187029.131;383134.327;1;EHT+69.052;
2021-03-26 18:28:56.184898;-0.2153534442186356;-0.14393234252929688;9.838701248168945;0.002004206413403154;-0.0006347894668579102;-0.001227855798788369;-0.8487395644187928;0.9078723788261415;57.45384597778321;6187030.969;383134.748;1;EHT+70.287;
2021-03-26 18:28:57.184842;-0.1724904924631119;-0.13255509734153748;9.780025482177734;0.0031456353608518843;0.0034302475396543746;0.0005885958671569824;-0.83665931224823;0.9195246696472168;57.41016387939453;6187027.348;383133.829;1;EHT+66.460;
2021-03-26 18:28:58.169157;-0.1802625060081482;-0.14924240112304688;9.845174789428711;0.00033676624298095703;-0.0026345252990722656;-0.0014349819393828513;-0.8352804183959961;0.9485166072845459;57.378692626953125;6187025.52;383133.772;1;EHT+64.626;
2021-03-26 18:28:59.184722;-0.18966221809387207;-0.15882351994514465;9.831867218017578;0.0014334918232634666;-0.006765127647668124;-0.0009521842002868652;-0.8499747514724731;0.9730879068374634;57.34247207641602;6187024.204;383133.077;1;EHT+64.069;
2021-03-26 18:29:00.184679;-0.18986479938030246;-0.12334291636943817;9.836006164550781;-0.002256035804748535;-0.0009313227492384614;-0.0024974353145807986;-0.8551568388938905;0.9924037456512451;57.32544326782227;6187022.176;383132.727;1;EHT+61.792;
2021-03-26 18:29:01.168993;-0.19094818830490112;-0.16308824717998507;9.854483604431154;-0.004281103610992432;-0.004653632640838623;0.00033229592372663325;-0.8795780539512635;0.9996762275695801;57.30058288574219;6187025.572;383132.884;1;EHT+65.041;
2021-03-26 18:29:02.184561;-0.2126373797655106;-0.1588934510946274;9.816028594970703;0.002491473918780685;0.00018179413746111095;-0.0017493962077423932;-0.8985493779182435;0.9939332008361816;57.25724411010743;6187029.155;383133.167;1;EHT+68.837;
2021-03-26 18:29:03.184506;-0.18562828004360202;-0.1629389524459839;9.829193115234375;-0.0023603434674441814;-0.003357231849804521;0.0014171001967042685;-0.9064760208129883;1.0038403272628786;57.23332214355469;6187031.491;383133.302;1;EHT+71.457;
2021-03-26 18:29:04.168822;-0.1977532655000687;-0.15890520811080933;9.834570884704592;-0.00020712618425022813;-0.0035151843912899494;-0.00017285348440054807;-0.9049594402313232;1.015275239944458;57.20448303222656;6187032.314;383133.342;1;EHT+71.536;
2021-03-26 18:29:05.184396;-0.20730756223201754;-0.1492995470762253;9.826679229736328;0.0037044289056211714;0.0011771917343139648;-0.006659329403191806;-0.899908185005188;1.0319316387176514;57.18834686279297;6187032.717;383133.049;1;EHT+72.078;
2021-03-26 18:29:06.184340;-0.17223113775253296;-0.14234241843223572;9.829195022583008;0.0005170704680494965;-0.004419685807079078;-0.0031128530390560627;-0.9004898071289062;1.035914659500122;57.15216827392578;6187030.739;383132.856;1;EHT+70.395;
2021-03-26 18:29:07.184285;-0.199143722653389;-0.14935192465782166;9.830629348754883;-0.002747774124145508;-0.0034943222999572754;0.0028088691178709273;-0.905819296836853;1.0562913417816162;57.127155303955085;6187062.478;383136.428;1;EHT+104.943;
2021-03-26 18:29:08.184227;-0.19758762419223788;-0.16995187103748324;9.890398979187013;0.006149709224700928;-0.0020623207092285156;0.003574788803234697;-0.9089052081108094;1.0683331489562988;57.08191680908203;6187051.225;383134.991;1;EHT+93.072;
2021-03-26 18:29:09.184172;-0.1909333020448685;-0.14417403936386108;9.938364028930664;0.0035181643906980757;0.005358456633985043;-0.0006973743438720703;-0.9104877114295961;1.0599364042282107;57.05510711669922;6187044.688;383134.579;1;EHT+85.142;
2021-03-26 18:29:10.184118;-0.23295734822750094;-0.16294878721237183;9.780179977416992;0.003096461528912187;0.003349781269207597;0.00027418130775913596;-0.8929945230484009;1.0756161212921143;57.02061080932618;6187045.104;383134.269;1;EHT+85.920;
2021-03-26 18:29:11.184062;-0.19110424816608432;-0.15879389643669128;9.821243286132812;0.0017061830731108787;-0.00117570161819458;-0.002779066795483232;-0.8968559503555298;1.0787974596023562;56.98088836669922;6187047.42;383134.407;1;EHT+88.746;
2021-03-26 18:29:12.184008;-0.20181909203529358;-0.154901385307312;9.855901718139648;0.00026375064044259494;0.0011622908059507608;-0.002743304474279285;-0.9061356186866761;1.0909751653671267;56.944541931152344;6187052.535;383134.748;1;EHT+94.532;
2021-03-26 18:29:13.183952;-0.18569140136241916;-0.15191183984279635;9.830554008483888;0.004154444206506015;-0.0008225440979003906;0.0037625434342771773;-0.9075887203216553;1.0917363166809082;56.927207946777344;6187054.405;383134.862;1;EHT+96.571;
2021-03-26 18:29:14.183894;-0.20052199065685275;-0.13700944185256958;9.839990615844727;0.00523626757785678;-0.0029087066650390625;0.00021010635828133675;-0.9098638892173768;1.0884826183319092;56.893516540527344;6187054.77;383134.751;1;EHT+96.604;
2021-03-26 18:29:15.183837;-0.19378137588500977;-0.15196818113327026;9.82791519165039;0.0035777690354734664;-0.002682209247723222;0.002728402614593506;-0.925050437450409;1.0899546146392822;56.85510635375977;6187055.905;383134.811;1;EHT+98.464;
2021-03-26 18:29:16.183783;-0.2042794078588486;-0.1520773470401764;9.845177650451662;0.0015616418095305564;-0.008417666889727117;0.0023931264877319336;-0.9349491596221924;1.0737904310226443;56.82142639160156;6187057.39;383135.022;1;EHT+99.987;
2021-03-26 18:29:17.183716;-0.2033021301031113;-0.13835979998111728;9.809405326843263;-0.004003942012786865;-0.004194676876068115;-0.005261599551886321;-0.9300586581230165;1.0834119319915771;56.78803253173828;6187057.332;383135.33;1;EHT+99.721;
2021-03-26 18:29:18.183664;-0.19902633130550387;-0.16978038847446444;9.837195396423342;0.0030919911805540328;-0.004307926166802646;-0.0021323561668395996;-0.922879993915558;1.0824639797210693;56.76313781738281;6187057.204;383135.195;1;EHT+99.413;
2021-03-26 18:29:19.183617;-0.19243118166923523;-0.14795421063899997;9.83592414855957;-8.791684376774357e-05;-0.00223666406236589;-0.0028803939931094646;-0.903610348701477;1.0698474645614626;56.72323989868165;6187058.915;383135.499;1;EHT+101.731;
2021-03-26 18:29:20.183562;-0.2058899998664856;-0.15350410342216492;9.834641456604006;-0.0035777690354734664;-0.0025272369384765625;0.00048428776790387934;-0.9036431312561035;1.0899580717086794;56.703510284423835;6187061.661;383135.586;1;EHT+105.123;
2021-03-26 18:29:21.183508;-0.20188722014427185;-0.14660353958606723;9.831982612609865;0.00022500754857901486;-0.0007271766662597656;0.0009134412393905224;-0.901366412639618;1.1206974983215332;56.685138702392585;6187062.327;383135.678;1;EHT+105.309;
2021-03-26 18:29:22.183448;-0.2152621299028397;-0.15897002816200256;9.8333215713501;0.0015497205313295126;-0.006039440166205169;-0.0015333292540162802;-0.8939621448516846;1.1169546842575075;56.659442901611335;6187063.426;383135.814;1;EHT+105.887;
2021-03-26 18:29:23.183392;-0.19094142317771912;-0.16572466492652893;9.849151611328125;0.002673269016668201;-0.003708899486809969;-0.0003218651690986008;-0.889902174472809;1.135212302207947;56.640769958496094;6187064.555;383136.049;1;EHT+107.713;
2021-03-26 18:29:24.183338;-0.2125578969717026;-0.16442885994911194;9.847929000854492;0.005912782158702613;0.0010430816328153016;-0.00010281802678946406;-0.8972488641738892;1.1616972684860232;56.60594558715821;6187064.722;383136.105;1;EHT+107.970;
2021-03-26 18:29:25.183282;-0.20314064621925354;-0.1520517319440842;9.833214759826662;-0.0014841557713225486;0.0032216312829405074;0.0008851289749145508;-0.8871837258338929;1.1856292486190798;56.57695007324219;6187064.655;383136.104;1;EHT+108.721;
2021-03-26 18:29:26.183228;-0.1910987347364426;-0.14660850167274475;9.843915939331055;-0.001400709035806358;-0.0007078050985001029;-0.0005051493644714355;-0.8699554204940796;1.1830790042877197;56.542701721191406;6187065.974;383136.273;1;EHT+109.812;
2021-03-26 18:29:27.183168;-0.192456528544426;-0.15350452065467834;9.84788227081299;-0.0037565834354609255;0.0038892037700861697;-0.0033572320826351643;-0.8777364492416382;1.1924690008163454;56.51288604736328;6187067.521;383136.337;1;EHT+112.213;
2021-03-26 18:29:28.183116;-0.176254078745842;-0.14779630303382874;9.833194732666016;0.002872943645343185;-0.0010937451152130964;0.0006467102793976665;-0.8812239170074463;1.181026339530945;56.48664855957031;6187066.66;383136.15;1;EHT+110.485;
2021-03-26 18:29:29.183062;-0.20855167508125305;-0.15489573776721957;9.842617988586428;0.0007748604402877391;-0.0027343626134097576;0.006963312160223723;-0.8875800967216493;1.173900842666626;56.44360733032227;6187066.676;383136.251;1;EHT+111.042;
2021-03-26 18:29:30.183007;-0.2139875590801239;-0.1465960890054703;9.821389198303224;0.0017717481823638084;-0.006268918514251709;-0.00042766335536725825;-0.8854731917381288;1.1613645553588867;56.42599105834962;6187069.268;383136.383;1;EHT+113.802;
2021-03-26 18:29:31.182950;-0.20051291584968567;-0.15069088339805603;9.835947036743164;0.0008150936337187886;0.0008612872916273774;-0.0011652710381895304;-0.8765893578529359;1.1496555805206299;56.37635803222656;6187067.389;383136.474;1;EHT+110.940;
2021-03-26 18:29:32.182893;-0.18700097501277926;-0.1519191563129425;9.82790279388428;0.003811717731878162;-0.0035986308939754963;0.006195903290063144;-0.872453272342682;1.1376800537109375;56.349578857421875;6187065.888;383136.221;1;EHT+109.301;
2021-03-26 18:29:33.182840;-0.20192889869213107;-0.13976195454597473;9.820032119750977;-0.002689659595489502;-0.002887845505028963;-0.0010252000065520408;-0.8502357602119447;1.1399049758911133;56.31616592407227;6187065.78;383136.485;1;EHT+109.667;
2021-03-26 18:29:34.182783;-0.20182406902313232;-0.15616251528263095;9.833272933959961;0.002090632915496826;-0.002975761890411377;-0.0040799384005367765;-0.8509259819984437;1.1297603845596316;56.295066833496094;6187064.72;383136.46;1;EHT+108.181;
2021-03-26 18:29:35.182728;-0.17220145463943481;-0.16144096851348877;9.83045291900635;0.0025078656617552046;-0.0009045005426742138;0.004997849464416504;-0.8583945035934448;1.131272315979004;56.26427459716797;6187062.847;383136.207;1;EHT+106.669;
2021-03-26 18:29:36.182669;-0.2003162652254105;-0.14521901309490207;9.84385871887207;0.0010669232578948142;-0.004948676098138095;-0.0013440847396850586;-0.8588128685951234;1.1262193918228152;56.237892150878906;6187062.441;383136.636;1;EHT+105.940;
2021-03-26 18:29:37.182615;-0.19785380363464355;-0.1356416642665863;9.832007408142092;-0.0018775464268401267;-0.0020682814065366988;-0.001856684684753418;-0.83977210521698;1.1151237487792969;56.2022705078125;6187058.194;383136.716;1;EHT+101.230;
2021-03-26 18:29:38.182564;-0.22055599093437195;-0.17139849066734314;9.851922035217287;0.0002503395080566406;-0.0021532180253416304;0.0007584692211821675;-0.8362709283828735;1.1223350763320925;56.17025375366212;6187057.464;383136.214;1;EHT+101.343;
2021-03-26 18:29:39.182507;-0.1856939643621445;-0.15875284373760226;9.821219444274904;0.0021904709283262496;-0.00010728836059570312;-0.00424981163814664;-0.8117505908012391;1.1317009925842285;56.119163513183594;6187055.421;383136.247;1;EHT+100.152;
2021-03-26 18:29:40.182449;-0.2033158242702484;-0.14521877467632296;9.820024490356445;-0.002583861816674471;0.0006675721961073578;-0.0003173947334289551;-0.8063023686408998;1.126267671585083;56.0943603515625;6187053.661;383136.306;1;EHT+97.723;
2021-03-26 18:29:41.182393;-0.183012455701828;-0.16016307473182678;9.82786273956299;-0.000895559904165566;0.0025674703065305953;-0.0028014183044433594;-0.8049686551094056;1.119223475456238;56.063060760498054;6187049.033;383136.128;1;EHT+91.860;
2021-03-26 18:29:42.182337;-0.20175650715827942;-0.15746799111366272;9.834593772888185;0.006814300548285247;-0.006541610229760409;0.00168532133102417;-0.7916946411132812;1.109208583831787;56.02799606323243;6187046.202;383135.759;1;EHT+88.701;
2021-03-26 18:29:43.182284;-0.1857939809560776;-0.13970609009265902;9.83726215362549;-0.0002816319465637207;0.0020682811737060547;-0.008136034943163397;-0.7833125591278076;1.1056071519851687;55.99381637573243;6187043.115;383135.781;1;EHT+85.958;
2021-03-26 18:29:44.182228;-0.1870231032371521;-0.15064440667629245;9.837217330932617;-0.0016525388928130271;-0.00475943135097623;-0.0015109775122255087;-0.7870665788650513;1.1073715686798096;55.98138427734375;6187040.756;383135.341;1;EHT+83.964;
2021-03-26 18:29:45.182173;-0.2152967303991318;-0.1603537052869797;9.837311744689943;0.0009045005426742138;6.258488429011778e-05;-0.006815791130065918;-0.7900327444076538;1.1246591806411745;55.97247695922852;6187038.59;383135.042;1;EHT+82.237;
2021-03-26 18:29:46.182116;-0.199146568775177;-0.1575589627027512;9.838586807250977;0.00024884939193725586;0.0010371208190917969;-0.00041574248461984103;-0.7789521217346191;1.1381083726882937;55.956512451171875;6187036.667;383134.993;1;EHT+80.522;
2021-03-26 18:29:47.182060;-0.20579709112644198;-0.17674514651298523;9.842533111572266;-0.0010639429092407227;0.00035762789775617426;-0.0060811638832092285;-0.7750753164291382;1.152785897254944;55.94341278076172;6187035.34;383134.785;1;EHT+78.108;
2021-03-26 18:29:48.182004;-0.19646716117858887;-0.1601810306310654;9.825250625610352;0.004082917235791683;-0.0021055338438600306;-0.009003279730677605;-0.7808693647384644;1.1651742458343506;55.913795471191406;6187031.562;383134.635;1;EHT+73.769;
2021-03-26 18:29:49.181950;-0.1992250829935074;-0.1532900780439377;9.821298599243164;0.008390844799578192;0.0009000300196930766;-0.004504621494561435;-0.7915428280830384;1.1762753725051882;55.88115310668946;6187031.864;383134.669;1;EHT+73.661;
2021-03-26 18:29:50.181895;-0.20584505796432495;-0.15762397646903992;9.84126949310303;-0.0014930963516235352;-0.000998377916403115;0.0028893351554870605;-0.7969233989715576;1.1953493356704714;55.85646057128906;6187033.102;383134.682;1;EHT+74.641;
2021-03-26 18:29:51.197464;-0.19111645221710205;-0.14110058546066284;9.830619812011719;-0.0008806586847640575;-0.005067885387688876;-0.0014528632164001465;-0.799085557460785;1.2005462646484375;55.854930877685554;6187034.159;383134.922;1;EHT+75.616;
